
python-contextlib2 0.6.0.post1-3
python-coverage 5.5-3
python-cryptography 35.0.0-1
python-dbus-next 0.2.3-1
python-distlib 0.3.3-1
python-distro 1.6.0-1
python-dnspython 1:2.1.0-1
python-docopt 0.6.2-9
python-docutils 0.17.1-2
python-filelock 3.0.12-5
python-gobject 3.42.0-1
python-greenlet 1.1.2-1
python-html5lib 1.1-6
python-idna 3.3-1
python-imagesize 1.3.0-1
python-jedi 0.18.0-2
python-jinja 3.0.2-1
python-markdown 3.3.4-1
python-markupsafe 2.0.1-1
python-more-itertools 8.10.0-1
python-msgpack 1.0.2-2
python-numpy 1.21.2-1
python-ordered-set 4.0.2-3
python-packaging 20.9-2
python-parso 1:0.8.2-1
python-pep517 0.11.0-1
python-pexpect 4.8.0-4
python-pillow 8.4.0-1
python-pip 20.3.4-1
python-ply 3.11-7
python-progress 1.6-1
python-psutil 5.8.0-1
python-ptyprocess 0.7.0-2
python-pycparser 2.20-3
python-pycryptodome 3.10.4-1
python-pygments 2.10.0-1
python-pynvim 0.4.3-1
python-pyopenssl 20.0.1-1
python-pyparsing 2.4.7-3
python-pyqt5 5.15.6-2
python-pyqt5-sip 12.9.0-1
python-pytz 2021.3-2
python-requests 2.26.0-1
python-requests-file 1.5.1-3
python-resolvelib 0.5.5-1
python-retrying 1.3.3-9
python-setproctitle 1.2.2-1
python-setuptools 1:57.4.0-2
python-sip4 4.19.25-1
python-six 1.16.0-1
python-snowballstemmer 2.1.0-1
python-soupsieve 2.2.1-2
python-sphinx 4.2.0-1
python-sphinx-alabaster-theme 0.7.12-6
python-sphinx_rtd_theme 1.0.0-1
python-sphinxcontrib-applehelp 1.0.2-6
python-sphinxcontrib-devhelp 1.0.2-6
python-sphinxcontrib-htmlhelp 2.0.0-1
python-sphinxcontrib-jsmath 1.0.1-9
python-sphinxcontrib-qthelp 1.0.3-6
python-sphinxcontrib-serializinghtml 1.1.5-1
python-tldextract 3.1.2-1
python-toml 0.10.2-3
python-tomli 1.2.1-1
python-urllib3 1.26.7-1
python-webencodings 0.5.1-6
python-xcffib 0.11.1-1
python-xlib 0.31-1
python2 2.7.18-5
python2-appdirs 1.4.4-3
python2-ordered-set 3.1.1-3
python2-packaging 20.9-2
python2-pyparsing 2.4.7-3
python2-setuptools 2:44.1.1-1
python2-six 1.16.0-1
qbittorrent 4.3.9-1
qt5-base 5.15.2+kde+r254-1
qt5-declarative 5.15.2+kde+r36-1
qt5-multimedia 5.15.2-1
qt5-quickcontrols 5.15.2-1
qt5-speech 5.15.2-1
qt5-styleplugins 5.0.0.20170311-26
qt5-svg 5.15.2+kde+r13-1
qt5-wayland 5.15.2+kde+r36-1
qt5-x11extras 5.15.2-1
qtile 0.18.0-2
ragel 6.10-3
raptor 2.0.15-16
rasqal 1:0.9.33-4
rate-mirrors-bin 0.5.1-1
rav1e 0.4.1-1
readline 8.1.001-1
redland 1:1.0.17-8
reflector 2021.7.8-1
reiserfsprogs 3.6.27-3
rest 0.8.1-3
rhash 1.4.2-1
ripgrep 13.0.0-2
rofi 1.7.0-1
rofi-calc 2.0.0-1
rofi-emoji 2.2.0-2
rofi-power-menu 3.0.1-1
rp-pppoe 3.15-2
rpcbind 1.2.6-1
rsync 3.2.3-4
rtkit 0.13-1
rtmpdump 1:2.4.r96.fa8646d-6
rubberband 2.0.0-1
ruby 3.0.2-2
ruby-diff-lcs 1.4.4-2
ruby-irb 1.3.6-1
ruby-manpages 0.6.1-4
ruby-optimist 3.0.1-2
ruby-paint 2.2.1-2
ruby-rainbow 3.0.0-6
ruby-rdoc 6.3.1-1
ruby-reline 0.2.5-1
ruby-rspec 3.10.0-1
ruby-rspec-core 3.10.1-1
ruby-rspec-expectations 3.10.1-1
ruby-rspec-mocks 3.10.2-1
ruby-rspec-support 3.10.2-1
ruby-term-ansicolor 1.7.1-2
ruby-tins 1.26.0-2
ruby2.7 2.7.4-2
rubygems 3.2.29-1
run-parts 5.5-1
rust 1:1.56.1-3
rvm 1.29.12-1
samba 4.15.1-1
sane 1.0.32-3
sardi-icons 21.10-03
sbc 1.5-2
screen 4.8.0-3
sdl 1.2.15+387+gfbfcca32-1
sdl2 2.0.16-4
sdparm 1.12-1
sed 4.8-1
semver 7.3.5-2
serd 0.30.10-1
serf 1.3.9-5
sg3_utils 1.46-1
shaderc 2021.2-1
shadow 4.8.1-4
shared-mime-info 2.0+57+gc1d1c70-1
slang 2.3.2-2
smartmontools 7.2-1
smbclient 4.15.1-1
snappy 1.1.9-2
sndio 1.8.1-1
sof-firmware 1.9-1
sord 0.16.8-1
sound-theme-freedesktop 0.8-4
soundtouch 2.3.0-1
soundwire 3.0.0-3
spandsp 0.0.6-3
spdlog 1.9.2-1
speex 1.2.0-3
speexdsp 1.2.0-2
spirv-tools 2021.3-1
sqlite 3.36.0-1
squashfs-tools 4.5-1
sratom 0.6.8-1
srt 1.4.4-1
sshfs 3.7.2-2
startup-notification 0.12-7
subversion 1.14.1-3
sudo 1.9.8.p2-1
suitesparse 5.10.1-1
surfn-arc-breeze-icons-git 21.10-03
surfn-icons-git 21.10-03
svt-av1 0.8.7-1
svt-hevc 1.5.1-1
svt-vp9 0.3.0-1
sweet-gtk-theme-dark 2.0.r42.21ea24f-1
swig 4.0.2-2
sysfsutils 2.1.1-1
syslinux 6.04.pre2.r11.gbf6db5b4-3
systemd 249.5-3
systemd-libs 249.5-3
systemd-sysvcompat 249.5-3
t1lib 5.1.2-8
taglib 1.12-1
talloc 2.3.3-1
tar 1.34-1
tbb 2020.3-1
tcl 8.6.11-1
tcpdump 4.99.1-1
tdb 1.4.5-1
terminus-font 4.49.1-2
tesseract 4.1.1-7
testdisk 7.1-3
tevent 1:0.11.0-1
texinfo 6.8-2
texlive-bin 2021.58686-3
texlive-core 2021.58710-2
thin-provisioning-tools 0.9.0-1
thunar 4.16.10-1
thunar-volman 4.16.0-1
tinyxml2 9.0.0-1
tmux 3.2_a-1
tpm2-tss 3.1.0-1
tracker3 3.2.0-2
tree 1.8.0-2
tslib 1.22-1
ttf-dejavu 2.37+18+g9b5d1b2f-3
ttf-font-awesome 5.15.4-1
ttf-hack 3.003-3
ttf-iosevka-nerd 2.1.0-1
ttf-liberation 2.1.5-1
ttf-meslo-nerd-font-powerlevel10k 1.000-3
ttf-nerd-fonts-symbols-mono 2.1.0+36+gd0bf73a1-4
ttf-ubuntu-font-family 0.83-7
tumbler 4.16.0-3
twolame 0.4.0-2
tzdata 2021e-1
uchardet 0.0.7-1
udftools 2.3-1
udisks2 2.9.4-1
ueberzug 18.1.9-2
ufw 0.36-5
unarchiver 1.10.7-4
unzip 6.0-15
upd72020x-fw 20200826-3
upower 0.99.13-1
usb_modeswitch 2.6.1-1
usbmuxd 1.1.1-1
usbutils 014-1
util-linux 2.37.2-1
util-linux-libs 2.37.2-1
v4l-utils 1.22.1-1
vamp-plugin-sdk 2.10.0-1
vapoursynth R57-1
vid.stab 1.1-3
vifm 0.12-1
vim 8.2.3441-1
vim-airline 0.11-1
vim-airline-themes r1386.63b66df-1
vim-ale 3.1.0-2
vim-align 37.43-5
vim-ansible 3.2-1
vim-auto-pairs-git 2.0.0.r3.g39f06b8-3
vim-bufexplorer 7.4.19-2
vim-closetag-git r55.c0779ef-1
vim-coc-git r4177.bfbf0be0-1
vim-coverage-highlight 3.4-1
vim-csound 0.8.1-1
vim-ctrlp 1.80-3
vim-devicons-git 0.11.0.r145.gd16475c-1
vim-editorconfig 1.1.1-1
vim-fugitive 3.4-2
vim-fzf-git r445.0452b71-1
vim-gitgutter 708.c27bfab-1
vim-grammalecte r31.09d4b24-1
vim-hug-neovim-rpc-git r118.93ae387-1
vim-indent-object 1.1.2-7
vim-jad 1.3_1329-4
vim-jedi 0.11.0-1
vim-latexsuite 1:1.10.0-3
vim-molokai 1.1-7
vim-nerdcommenter 2.5.2-2
vim-nerdtree 6.10.12-1
vim-onedark-git r222.cc8eccc-1
vim-pastie 2.0-10
vim-runtime 8.2.3441-1
vim-seti 1.0-4
vim-supertab 2.1-4
vim-surround 2.1-4
vim-syntastic 3.10.0-2
vim-tabular 1.0.0+5+g339091a-1
vim-tagbar 3.0.0-1
vim-vital 1:3113.982e0bf3-2
visual-studio-code-bin 1.62.0-1
vkd3d 1.2-1
vmaf 1.5.3-1
volume_key 0.3.12-5
volumeicon 0.5.1-5
vpnc 1:0.5.3.r496.r153-2
vulkan-amdgpu-pro 21.30_1290604-1
vulkan-icd-loader 1.2.194-1
vulkan-radeon 21.2.4-1
wavpack 5.4.0-1
wayland 1.19.0-2
wd719x-firmware 1-7
webapp-manager 1.1.5-3
webkit2gtk 2.34.1-2
webrtc-audio-processing 0.3.1-3
wget 1.21.2-1
which 2.21-5
wildmidi 0.4.4-1
wine 6.20-1
winetricks 20210825-1
wireless-regdb 2021.08.28-1
wireless_tools 30.pre9-3
woff2 1.0.2-3
wpa_supplicant 2:2.9-8
wpebackend-fdo 1.12.0-1
wvdial 1.61-8
wvstreams 4.6.1-17
wxgtk-common 3.0.5.1-2
wxgtk3 3.0.5.1-2
x264 3:0.163.r3060.5db6aa6-1
x265 3.5-1
xapp 2.2.4-1
xarchiver 0.5.4.17-1
xcb-proto 1.14.1-3
xcb-util 0.4.0-3
xcb-util-cursor 0.1.3-3
xcb-util-image 0.4.0-3
xcb-util-keysyms 0.4.0-3
xcb-util-renderutil 0.3.9-3
xcb-util-wm 0.4.1-3
xcb-util-xrm 1.3-2
xclip 0.13-3
xcursor-flatbed 0.4-3
xcursor-premium 0.3-10
xdg-dbus-proxy 0.1.2-3
xdg-user-dirs 0.17-3
xdg-utils 1.1.3+19+g9816ebb-1
xed 3.0.2-1
xf86-input-elographics 1.4.2-2
xf86-input-evdev 2.10.6-2
xf86-input-libinput 1.2.0-1
xf86-input-vmmouse 13.1.0-5
xf86-input-void 1.4.1-5
xf86-video-amdgpu-git 21.0.0.1-1
xf86-video-vesa 2.5.0-2
xfconf 4.16.0-2
xfsprogs 5.13.0-1
xidlehook-git 0.10.0.r3.g5c6cd2f-1
xkeyboard-config 2.34-1
xl2tpd 1.3.16-1
xmlsec 1.2.33-1
xmlto 0.0.28-4
xorg-bdftopcf 1.1-2
xorg-docs 1.7.1-3
xorg-font-util 1.3.2-2
xorg-fonts-100dpi 1.0.3-7
xorg-fonts-75dpi 1.0.3-7
xorg-fonts-alias-100dpi 1.0.4-1
xorg-fonts-alias-75dpi 1.0.4-1
xorg-fonts-encodings 1.0.5-2
xorg-iceauth 1.0.8-2
xorg-mkfontscale 1.2.1-2
xorg-server 21.1.1-3
xorg-server-common 21.1.1-3
xorg-server-devel 21.1.1-3
xorg-server-xephyr 21.1.1-3
xorg-server-xnest 21.1.1-3
xorg-server-xvfb 21.1.1-3
xorg-sessreg 1.1.2-2
xorg-setxkbmap 1.3.2-2
xorg-smproxy 1.0.6-3
xorg-util-macros 1.19.3-1
xorg-x11perf 1.6.1-2
xorg-xauth 1.1-2
xorg-xbacklight 1.2.3-2
xorg-xcmsdb 1.0.5-3
xorg-xcursorgen 1.0.7-2
xorg-xdpyinfo 1.3.2-4
xorg-xdriinfo 1.0.6-2
xorg-xev 1.2.4-1
xorg-xgamma 1.0.6-3
xorg-xhost 1.0.8-2
xorg-xinit 1.4.1-3
xorg-xinput 1.6.3-2
xorg-xkbcomp 1.4.5-1
xorg-xkbevd 1.1.4-3
xorg-xkbutils 1.0.4-4
xorg-xkill 1.0.5-2
xorg-xlsatoms 1.1.3-2
xorg-xlsclients 1.1.4-2
xorg-xmessage 1.0.5-2
xorg-xmodmap 1.0.10-2
xorg-xpr 1.0.5-2
xorg-xprop 1.2.5-1
xorg-xrandr 1.5.1-2
xorg-xrdb 1.2.1-1
xorg-xrefresh 1.0.6-2
xorg-xset 1.2.4-2
xorg-xsetroot 1.1.2-2
xorg-xvinfo 1.1.4-2
xorg-xwayland 21.1.3-1
xorg-xwd 1.0.8-1
xorg-xwininfo 1.1.5-2
xorg-xwud 1.0.5-2
xorgproto 2021.5-1
xplc 0.3.13-8
xsel 1.2.0.20190821-1
xvidcore 1.3.7-2
xxhash 0.8.0-1
xz 5.2.5-2
yajl 2.1.0-4
yarn 1.22.17-1
yasm 1.3.0-4
yay-bin 11.0.2-1
youtube-dl 2021.06.06-1
zbar 0.23.1-7
zenity 3.41.0-1
zeromq 4.3.4-2
zimg 3.0.3-1
zita-alsa-pcmi 0.3.2-3
zita-resampler 1.8.0-1
zlib 1:1.2.11-4
zsh 5.8-1
zsh-completions 0.33.0-1
zsh-syntax-highlighting 0.7.1-1
zsh-theme-powerlevel10k-git r3920.ec44300-1
zstd 1.5.0-1
zvbi 0.2.35-4
zxing-cpp 1.2.0-1
zziplib 0.13.72-1
